step,loss,sparsity,drift,time_sec
0,10.827224731445312,16.95210766044898,1.0,13.321382999420166
5,0.09087637066841125,68.04141612879911,0.017191365361213684,95.16781902313232
10,0.28500229120254517,80.26457211248398,0.008215142413973808,183.12499022483826
15,1.583409070968628,84.85783563563689,0.02059595286846161,268.77146792411804
20,2.3824896812438965,63.21338726542272,-0.014606362208724022,348.86415338516235
25,0.054077424108982086,91.4867779245959,0.004893842153251171,428.1008949279785
30,0.6709352731704712,93.6495519581626,0.006241860333830118,507.3858292102814
35,0.5235317945480347,97.03798447359159,0.013450613245368004,588.5177628993988
40,1.690004587173462,93.86751253802258,0.002706319559365511,667.9032664299011
45,0.09443693608045578,96.08817427222907,0.009314559400081635,747.6414895057678
