step,loss,sparsity,drift,time_sec
0,10.827224731445312,16.952100786533094,1.0,24.384800910949707
5,0.13191720843315125,91.28219005709671,0.04664011672139168,100.78694128990173
10,0.4584653079509735,71.8907029698459,-0.05664670839905739,171.3749554157257
15,2.402381181716919,85.91815532771689,0.017385030165314674,238.56630492210388
20,3.6148805618286133,63.42842250307952,-0.0604318343102932,404.6978840827942
25,0.14937080442905426,60.750266806135144,-0.0716528594493866,580.9744913578033
30,0.9392704963684082,58.85981326123708,-0.0690724179148674,743.8124186992645
35,0.6290514469146729,77.58555815804193,0.012866243720054626,919.9027354717255
40,2.0011210441589355,78.77408030933407,-0.003841794328764081,1076.7467119693756
45,0.10296916216611862,89.43123648784534,-0.026516370475292206,1240.89986038208
