step,loss,sparsity,drift,time_sec
0,10.827224731445312,16.952052178127907,1.0,10.690590858459473
5,0.1162203699350357,68.44097525547399,-0.020376401022076607,132.54060435295105
10,0.2599042057991028,97.60402296909173,0.0037839035503566265,271.3376431465149
15,1.4829798936843872,99.46389446221625,0.00399355823174119,401.56294441223145
20,2.2289063930511475,98.41309514363734,-0.004128964617848396,528.9773626327515
25,0.05652831122279167,97.6138988222429,0.0006311536999419332,639.8834538459778
30,0.6736564636230469,98.67648641557103,-0.0009838927071541548,766.2707588672638
35,0.5173161625862122,99.69262548628045,0.0011817968916147947,895.1698749065399
40,1.7159985303878784,99.20370250713316,0.0014530867338180542,1020.3660538196564
45,0.0781513974070549,99.49270206170341,0.0015821554698050022,1147.1652233600616
