step,loss,sparsity,drift,time_sec
0,10.827224731445312,16.952081146773423,1.0,10.848697423934937
5,0.12927933037281036,96.74175012255209,0.033468689769506454,65.31164455413818
10,0.4103710353374481,89.49545751998542,-0.020775899291038513,131.95051860809326
15,1.9268630743026733,95.74740873010884,0.0017059078672900796,193.6716423034668
20,2.6955556869506836,78.7904829456183,-0.027485473081469536,262.10675168037415
25,0.07104357331991196,91.77081991283089,-0.010831469669938087,328.3155834674835
30,0.6792089343070984,98.3256206360454,0.019336136057972908,386.7022361755371
35,0.5240641236305237,98.80827263992936,0.018848136067390442,452.5568382740021
40,1.7361640930175781,97.6440581281895,0.007396114990115166,511.1729984283447
45,0.08253387361764908,98.23494828458483,0.004657484591007233,578.1149549484253
