step,loss,sparsity,drift,time_sec
0,10.827224731445312,16.952049232163958,1.0,10.868876934051514
5,0.10947906225919724,94.07077570373187,-0.029456553980708122,139.59078121185303
10,0.411699503660202,80.80906039068981,-0.03317883610725403,289.1038112640381
15,2.161612033843994,88.0545978444971,0.035032227635383606,428.1963908672333
20,3.0527515411376953,96.0310947476998,-0.01632082276046276,574.6300346851349
25,0.13962793350219727,86.95841153230977,-0.03586874157190323,701.7588806152344
30,0.9507400989532471,97.81331406803841,-0.0181545689702034,850.5424597263336
35,0.7554805278778076,90.62949014005505,0.03632432967424393,991.5755884647369
40,2.289926290512085,93.51658292927802,-0.03478594124317169,1129.1935613155365
45,0.21593718230724335,93.03225270793007,0.037385374307632446,1267.4360387325287
