step,loss,sparsity,drift,time_sec
0,10.827224731445312,16.952106187467006,1.0,11.411450624465942
5,0.11368685960769653,97.99969931527941,-0.028007058426737785,72.79042911529541
10,0.5562509298324585,91.30100838382062,-0.020887726917862892,141.8290798664093
15,2.861971616744995,94.3168491265806,0.035912077873945236,203.92445349693298
20,5.062306880950928,88.43654452569196,-0.03629875183105469,283.80269742012024
25,0.12454147636890411,90.83490582342442,-0.021312452852725983,364.77610063552856
30,1.3120181560516357,95.45388122894619,-0.00768935214728117,438.3162064552307
35,0.9933991432189941,97.50228410404988,0.008559055626392365,517.4423182010651
40,3.1230111122131348,91.95945587653033,0.01857307367026806,593.2308971881866
45,0.13893938064575195,97.61807619912517,-0.020406877622008324,672.1011130809784
